UserIDRe,ItemIDRe,Rating
27,2695,1.0
27,3850,1.0
27,4269,1.0
27,4603,1.0
27,5506,1.0
27,5934,1.0
27,6290,1.0
27,6298,1.0
27,7652,1.0
27,9753,1.0
27,9943,1.0
27,10852,1.0
27,10926,1.0
28,2123,1.0
28,4277,1.0
28,4958,1.0
28,6828,1.0
28,7237,1.0
28,7583,1.0
28,9731,1.0
28,10667,1.0
28,10700,1.0
29,2968,1.0
29,3222,1.0
29,5291,1.0
29,5562,1.0
29,8606,1.0
29,9359,1.0
29,9477,1.0
29,10463,1.0
29,11336,1.0
30,65,1.0
30,67,1.0
30,3948,1.0
30,4122,1.0
30,4624,1.0
30,4721,1.0
30,5138,1.0
30,5305,1.0
30,5626,1.0
30,5906,1.0
30,6177,1.0
30,6270,1.0
30,6596,1.0
30,7354,1.0
30,8917,1.0
30,8975,1.0
30,9005,1.0
30,9145,1.0
30,9231,1.0
31,2975,1.0
31,3555,1.0
31,4458,1.0
31,5952,1.0
31,7605,1.0
31,8201,1.0
31,8685,1.0
31,9441,1.0
31,9717,1.0
32,1785,1.0
32,2739,1.0
32,2744,1.0
32,4116,1.0
32,4402,1.0
32,5983,1.0
32,6535,1.0
32,6584,1.0
32,6731,1.0
32,7711,1.0
32,7776,1.0
32,9729,1.0
32,10896,1.0
32,11533,1.0
32,11623,1.0
32,12164,1.0
33,125,1.0
33,348,1.0
33,389,1.0
33,390,1.0
33,398,1.0
33,412,1.0
33,414,1.0
33,469,1.0
33,628,1.0
33,978,1.0
33,1639,1.0
33,1770,1.0
33,2030,1.0
33,2119,1.0
33,2490,1.0
33,3287,1.0
33,3938,1.0
33,4289,1.0
33,4583,1.0
33,4917,1.0
33,6120,1.0
33,6566,1.0
33,8490,1.0
33,8901,1.0
33,9870,1.0
33,10073,1.0
33,10588,1.0
33,11010,1.0
33,11100,1.0
33,11465,1.0
33,11591,1.0
33,12273,1.0
34,820,1.0
34,1589,1.0
34,3299,1.0
34,3811,1.0
34,5452,1.0
34,5747,1.0
34,11370,1.0
34,11803,1.0
35,503,1.0
35,2214,1.0
35,3548,1.0
35,3930,1.0
35,3991,1.0
35,4485,1.0
35,6068,1.0
35,6546,1.0
35,6588,1.0
35,6604,1.0
35,7110,1.0
35,8802,1.0
35,8897,1.0
35,9663,1.0
35,10146,1.0
35,10549,1.0
35,10585,1.0
35,10679,1.0
35,10846,1.0
35,11183,1.0
35,11216,1.0
35,11351,1.0
35,11365,1.0
35,11586,1.0
36,565,1.0
36,1801,1.0
36,1970,1.0
36,4714,1.0
36,5691,1.0
36,6801,1.0
36,7824,1.0
36,9986,1.0
36,10416,1.0
36,10445,1.0
36,10942,1.0
36,11463,1.0
37,39,1.0
37,47,1.0
37,48,1.0
37,50,1.0
37,64,1.0
37,69,1.0
37,70,1.0
37,108,1.0
37,109,1.0
37,110,1.0
37,115,1.0
37,118,1.0
37,126,1.0
37,164,1.0
37,171,1.0
37,172,1.0
37,196,1.0
37,243,1.0
37,248,1.0
37,381,1.0
37,415,1.0
37,436,1.0
37,448,1.0
37,467,1.0
37,468,1.0
37,500,1.0
37,539,1.0
37,611,1.0
37,619,1.0
37,636,1.0
37,669,1.0
37,684,1.0
37,727,1.0
37,760,1.0
37,767,1.0
37,811,1.0
37,834,1.0
37,835,1.0
37,840,1.0
37,848,1.0
37,885,1.0
37,887,1.0
37,888,1.0
37,898,1.0
37,908,1.0
37,910,1.0
37,924,1.0
37,929,1.0
37,932,1.0
37,955,1.0
37,965,1.0
37,990,1.0
37,1021,1.0
37,1038,1.0
37,1127,1.0
37,1132,1.0
37,1290,1.0
37,1305,1.0
37,1340,1.0
37,1373,1.0
37,1391,1.0
37,1447,1.0
37,1482,1.0
37,1506,1.0
37,1591,1.0
37,1592,1.0
37,1593,1.0
37,1607,1.0
37,1619,1.0
37,1620,1.0
37,1630,1.0
37,1641,1.0
37,1653,1.0
37,1660,1.0
37,1670,1.0
37,1674,1.0
37,1713,1.0
37,1716,1.0
37,1719,1.0
37,1754,1.0
37,1784,1.0
37,1791,1.0
37,1811,1.0
37,1881,1.0
37,1891,1.0
37,1904,1.0
37,1976,1.0
37,2018,1.0
37,2031,1.0
37,2050,1.0
37,2074,1.0
37,2085,1.0
37,2108,1.0
37,2124,1.0
37,2134,1.0
37,2153,1.0
37,2154,1.0
37,2155,1.0
37,2166,1.0
37,2171,1.0
37,2181,1.0
37,2190,1.0
37,2202,1.0
37,2213,1.0
37,2215,1.0
37,2223,1.0
37,2238,1.0
37,2240,1.0
37,2255,1.0
37,2259,1.0
37,2270,1.0
37,2275,1.0
37,2284,1.0
37,2310,1.0
37,2326,1.0
37,2353,1.0
37,2355,1.0
37,2357,1.0
37,2364,1.0
37,2365,1.0
37,2386,1.0
37,2395,1.0
37,2424,1.0
37,2506,1.0
37,2509,1.0
37,2549,1.0
37,2634,1.0
37,2653,1.0
37,2669,1.0
37,2688,1.0
37,2691,1.0
37,2714,1.0
37,2745,1.0
37,2752,1.0
37,2756,1.0
37,2771,1.0
37,2806,1.0
37,2854,1.0
37,2878,1.0
37,2879,1.0
37,2887,1.0
37,2959,1.0
37,3097,1.0
37,3109,1.0
37,3179,1.0
37,3183,1.0
37,3206,1.0
37,3208,1.0
37,3265,1.0
37,3270,1.0
37,3317,1.0
37,3375,1.0
37,3396,1.0
37,3402,1.0
37,3416,1.0
37,3464,1.0
37,3482,1.0
37,3510,1.0
37,3517,1.0
37,3535,1.0
37,3556,1.0
37,3600,1.0
37,3608,1.0
37,3616,1.0
37,3629,1.0
37,3638,1.0
37,3652,1.0
37,3661,1.0
37,3666,1.0
37,3674,1.0
37,3690,1.0
37,3691,1.0
37,3756,1.0
37,3760,1.0
37,3763,1.0
37,3792,1.0
37,3807,1.0
37,3809,1.0
37,3880,1.0
37,3885,1.0
37,3937,1.0
37,3980,1.0
37,3988,1.0
37,3999,1.0
37,4006,1.0
37,4022,1.0
37,4033,1.0
37,4075,1.0
37,4096,1.0
37,4097,1.0
37,4115,1.0
37,4179,1.0
37,4192,1.0
37,4211,1.0
37,4213,1.0
37,4280,1.0
37,4288,1.0
37,4324,1.0
37,4328,1.0
37,4368,1.0
37,4427,1.0
37,4444,1.0
37,4461,1.0
37,4503,1.0
37,4541,1.0
37,4554,1.0
37,4639,1.0
37,4671,1.0
37,4676,1.0
37,4693,1.0
37,4738,1.0
37,4741,1.0
37,4772,1.0
37,4788,1.0
37,4790,1.0
37,4797,1.0
37,4850,1.0
37,4886,1.0
37,4898,1.0
37,4973,1.0
37,4982,1.0
37,5026,1.0
37,5032,1.0
37,5137,1.0
37,5148,1.0
37,5230,1.0
37,5272,1.0
37,5287,1.0
37,5293,1.0
37,5306,1.0
37,5355,1.0
37,5418,1.0
37,5422,1.0
37,5511,1.0
37,5578,1.0
37,5583,1.0
37,5584,1.0
37,5599,1.0
37,5706,1.0
37,5735,1.0
37,5854,1.0
37,5895,1.0
37,5909,1.0
37,5925,1.0
37,5990,1.0
37,6044,1.0
37,6134,1.0
37,6296,1.0
37,6306,1.0
37,6387,1.0
37,6606,1.0
37,6616,1.0
37,6692,1.0
37,6713,1.0
37,6718,1.0
37,6751,1.0
37,6867,1.0
37,6966,1.0
37,6969,1.0
37,7095,1.0
37,7171,1.0
37,7175,1.0
37,7268,1.0
37,7371,1.0
37,7511,1.0
37,7579,1.0
37,7604,1.0
37,7607,1.0
37,7635,1.0
37,7670,1.0
37,7810,1.0
37,7886,1.0
37,7929,1.0
37,7930,1.0
37,8026,1.0
37,8061,1.0
37,8142,1.0
37,8207,1.0
37,8233,1.0
37,8338,1.0
37,8414,1.0
37,8485,1.0
37,8526,1.0
37,8636,1.0
37,8656,1.0
37,8681,1.0
37,8712,1.0
37,8785,1.0
37,8789,1.0
37,8871,1.0
37,8951,1.0
37,8982,1.0
37,9052,1.0
37,9086,1.0
37,9170,1.0
37,9194,1.0
37,9249,1.0
37,9316,1.0
37,9354,1.0
37,9390,1.0
37,9415,1.0
37,9457,1.0
37,9470,1.0
37,9563,1.0
37,9624,1.0
37,9658,1.0
37,9696,1.0
37,9724,1.0
37,9823,1.0
37,9859,1.0
37,10040,1.0
37,10107,1.0
37,10245,1.0
37,10355,1.0
37,10395,1.0
37,10414,1.0
37,10415,1.0
37,10416,1.0
37,10417,1.0
37,10712,1.0
37,10770,1.0
37,10790,1.0
37,10799,1.0
37,10876,1.0
37,10976,1.0
37,11019,1.0
37,11101,1.0
37,11195,1.0
37,11355,1.0
37,11603,1.0
37,11729,1.0
37,11868,1.0
37,11954,1.0
37,12063,1.0
37,12105,1.0
37,12106,1.0
37,12216,1.0
37,12272,1.0
37,12328,1.0
37,12361,1.0
37,12457,1.0
37,12481,1.0
38,619,1.0
38,1878,1.0
38,3231,1.0
38,3248,1.0
38,3671,1.0
38,4216,1.0
38,4292,1.0
38,4718,1.0
38,5785,1.0
38,8269,1.0
38,9405,1.0
38,9501,1.0
38,11992,1.0
39,260,1.0
39,329,1.0
39,1345,1.0
39,1488,1.0
39,1590,1.0
39,1682,1.0
39,1703,1.0
39,3154,1.0
39,4267,1.0
39,4395,1.0
39,4424,1.0
39,4425,1.0
39,5054,1.0
39,6132,1.0
39,6227,1.0
39,9040,1.0
40,50,1.0
40,73,1.0
40,593,1.0
40,600,1.0
40,640,1.0
40,845,1.0
40,1934,1.0
40,2932,1.0
40,3448,1.0
40,5058,1.0
40,6284,1.0
40,7431,1.0
40,9151,1.0
40,9449,1.0
40,9697,1.0
40,10809,1.0
40,11905,1.0
40,12436,1.0
41,138,1.0
41,681,1.0
41,978,1.0
41,1153,1.0
41,1214,1.0
41,1218,1.0
41,1787,1.0
41,3287,1.0
41,3311,1.0
41,3411,1.0
41,3786,1.0
41,4914,1.0
41,5510,1.0
41,5839,1.0
41,5947,1.0
41,6213,1.0
41,7495,1.0
41,7543,1.0
41,8129,1.0
41,8865,1.0
41,9414,1.0
41,9478,1.0
41,9850,1.0
41,10259,1.0
41,10328,1.0
41,10471,1.0
41,10594,1.0
41,11073,1.0
41,11221,1.0
42,248,1.0
42,803,1.0
42,808,1.0
42,860,1.0
42,2031,1.0
42,2214,1.0
42,2771,1.0
42,3142,1.0
42,3542,1.0
42,5472,1.0
42,11222,1.0
43,23,1.0
43,28,1.0
43,1153,1.0
43,5327,1.0
43,5903,1.0
43,6016,1.0
43,6505,1.0
43,6899,1.0
43,7446,1.0
43,7544,1.0
43,7864,1.0
43,8103,1.0
43,8198,1.0
43,8248,1.0
43,8532,1.0
43,8704,1.0
43,8718,1.0
43,9610,1.0
43,9824,1.0
43,10169,1.0
43,10187,1.0
43,11429,1.0
44,2472,1.0
44,3437,1.0
44,5663,1.0
44,8940,1.0
44,9263,1.0
44,10185,1.0
44,10436,1.0
44,10458,1.0
44,10699,1.0
44,10994,1.0
44,11041,1.0
44,11064,1.0
44,11309,1.0
44,11521,1.0
44,11619,1.0
44,11649,1.0
44,11722,1.0
45,482,1.0
45,3948,1.0
45,4078,1.0
45,4565,1.0
45,4600,1.0
45,5576,1.0
45,5821,1.0
45,5911,1.0
45,6968,1.0
45,7211,1.0
45,9692,1.0
46,1075,1.0
46,4118,1.0
46,4623,1.0
46,4960,1.0
46,6147,1.0
46,7483,1.0
46,9365,1.0
46,10446,1.0
47,4871,1.0
47,5740,1.0
47,5872,1.0
47,6369,1.0
47,9720,1.0
47,9906,1.0
47,11285,1.0
47,11332,1.0
47,11429,1.0
47,11716,1.0
48,1385,1.0
48,2008,1.0
48,2018,1.0
48,2030,1.0
48,2074,1.0
48,2134,1.0
48,2138,1.0
48,2300,1.0
48,2301,1.0
48,3056,1.0
48,4335,1.0
48,5158,1.0
48,7181,1.0
48,9129,1.0
48,9903,1.0
48,10499,1.0
48,10571,1.0
48,10700,1.0
48,10995,1.0
48,11417,1.0
49,4479,1.0
49,5279,1.0
49,6815,1.0
49,6932,1.0
49,6982,1.0
49,7056,1.0
49,7060,1.0
49,7129,1.0
49,7272,1.0
49,7319,1.0
49,7399,1.0
49,7402,1.0
49,7446,1.0
49,7539,1.0
49,7544,1.0
49,7600,1.0
49,7616,1.0
49,7624,1.0
49,7626,1.0
49,7907,1.0
49,7966,1.0
49,7984,1.0
49,8062,1.0
49,8205,1.0
49,8542,1.0
49,8664,1.0
49,12317,1.0
50,1570,1.0
50,1571,1.0
50,4174,1.0
50,5709,1.0
50,6394,1.0
50,7502,1.0
50,7656,1.0
50,7770,1.0
50,8011,1.0
50,8438,1.0
50,8810,1.0
50,8822,1.0
50,9166,1.0
50,9586,1.0
50,10274,1.0
50,10445,1.0
50,10492,1.0
50,10508,1.0
50,10529,1.0
50,10649,1.0
50,10656,1.0
50,10835,1.0
50,10961,1.0
50,10988,1.0
50,11088,1.0
50,11156,1.0
50,11243,1.0
50,11561,1.0
50,12056,1.0
50,12080,1.0
50,12166,1.0
50,12241,1.0
50,12263,1.0
50,12342,1.0
51,226,1.0
51,526,1.0
51,591,1.0
51,636,1.0
51,645,1.0
51,1139,1.0
51,2184,1.0
51,2204,1.0
51,2340,1.0
51,2360,1.0
51,3142,1.0
51,3529,1.0
51,3629,1.0
51,3639,1.0
51,3790,1.0
51,3878,1.0
51,3885,1.0
51,4174,1.0
51,4593,1.0
51,4687,1.0
51,5333,1.0
51,5405,1.0
51,5502,1.0
51,6910,1.0
51,7256,1.0
51,8897,1.0
51,9090,1.0
51,9210,1.0
51,9351,1.0
51,11843,1.0
51,11859,1.0
51,11868,1.0
51,12067,1.0
51,12244,1.0
51,12392,1.0
52,85,1.0
52,2423,1.0
52,2541,1.0
52,2972,1.0
52,4446,1.0
52,4477,1.0
52,4917,1.0
52,5941,1.0
52,6224,1.0
52,6318,1.0
52,6596,1.0
52,7532,1.0
52,7675,1.0
52,8075,1.0
52,8076,1.0
52,8123,1.0
52,8261,1.0
52,11276,1.0
52,11296,1.0
52,11820,1.0
52,12387,1.0
52,12415,1.0
53,1097,1.0
53,1120,1.0
53,2616,1.0
53,5588,1.0
53,6986,1.0
53,8547,1.0
53,8643,1.0
53,9794,1.0
53,10078,1.0
53,11816,1.0
54,443,1.0
54,2937,1.0
54,4220,1.0
54,4232,1.0
54,6075,1.0
54,6357,1.0
54,7712,1.0
54,7793,1.0
54,9734,1.0
54,10199,1.0
54,10570,1.0
54,10683,1.0
54,10684,1.0
54,10720,1.0
54,10723,1.0
54,10767,1.0
54,11118,1.0
54,11528,1.0
54,12137,1.0
55,1218,1.0
55,7426,1.0
55,7660,1.0
55,7768,1.0
55,9380,1.0
55,10461,1.0
55,10779,1.0
55,10914,1.0
56,1738,1.0
56,1795,1.0
56,1821,1.0
56,2871,1.0
56,3736,1.0
56,4537,1.0
56,5560,1.0
56,8978,1.0
56,10561,1.0
56,11186,1.0
56,11561,1.0
56,11912,1.0
57,45,1.0
57,48,1.0
57,396,1.0
57,397,1.0
57,412,1.0
57,435,1.0
57,584,1.0
57,819,1.0
57,961,1.0
57,1054,1.0
57,1131,1.0
57,1444,1.0
57,1608,1.0
57,1718,1.0
57,1941,1.0
57,2022,1.0
57,2050,1.0
57,2091,1.0
57,2094,1.0
57,2099,1.0
57,2190,1.0
57,2226,1.0
57,2303,1.0
57,2414,1.0
57,2897,1.0
57,3130,1.0
57,3153,1.0
57,3260,1.0
57,3684,1.0
57,4392,1.0
57,5240,1.0
57,5851,1.0
57,6120,1.0
57,6574,1.0
57,6734,1.0
57,7026,1.0
57,7297,1.0
57,8155,1.0
57,8492,1.0
57,9952,1.0
57,10608,1.0
57,10627,1.0
57,10636,1.0
57,10962,1.0
57,12226,1.0
58,6774,1.0
58,6837,1.0
58,6900,1.0
58,7146,1.0
58,7401,1.0
58,7450,1.0
58,8065,1.0
58,8241,1.0
58,9002,1.0
58,9413,1.0
58,9768,1.0
58,12448,1.0
59,644,1.0
59,657,1.0
59,1718,1.0
59,2812,1.0
59,3133,1.0
59,3142,1.0
59,3249,1.0
59,4107,1.0
60,311,1.0
60,363,1.0
60,1678,1.0
60,1900,1.0
60,3397,1.0
60,6012,1.0
60,6325,1.0
60,6614,1.0
60,6835,1.0
60,7326,1.0
60,7339,1.0
60,7371,1.0
60,7547,1.0
60,7631,1.0
60,8451,1.0
61,433,1.0
61,1229,1.0
61,4830,1.0
61,4924,1.0
61,5863,1.0
61,7423,1.0
61,9039,1.0
61,9538,1.0
62,4236,1.0
62,5568,1.0
62,5576,1.0
62,6568,1.0
62,8802,1.0
62,9344,1.0
62,10828,1.0
62,10961,1.0
62,11519,1.0
63,2870,1.0
63,7123,1.0
63,8331,1.0
63,8416,1.0
63,8588,1.0
63,9207,1.0
63,9251,1.0
63,9273,1.0
64,84,1.0
64,449,1.0
64,494,1.0
64,527,1.0
64,644,1.0
64,801,1.0
64,978,1.0
64,2199,1.0
64,2731,1.0
64,2932,1.0
64,3216,1.0
64,3399,1.0
64,4914,1.0
64,7110,1.0
64,7614,1.0
65,6072,1.0
65,9957,1.0
65,10447,1.0
65,11254,1.0
65,11268,1.0
65,11637,1.0
65,12066,1.0
65,12130,1.0
65,12193,1.0
65,12203,1.0
65,12410,1.0
65,12417,1.0
66,322,1.0
66,339,1.0
66,616,1.0
66,774,1.0
66,778,1.0
66,793,1.0
66,898,1.0
66,1004,1.0
66,1060,1.0
66,1266,1.0
66,1349,1.0
66,1515,1.0
66,1528,1.0
66,2003,1.0
66,2079,1.0
66,2488,1.0
66,2555,1.0
66,2800,1.0
66,3151,1.0
66,3161,1.0
66,3238,1.0
66,3241,1.0
66,3261,1.0
66,3266,1.0
66,3379,1.0
66,3422,1.0
66,3585,1.0
66,4058,1.0
66,4292,1.0
66,4425,1.0
66,4617,1.0
66,5015,1.0
66,5869,1.0
66,6290,1.0
67,3128,1.0
67,3377,1.0
67,5898,1.0
67,6044,1.0
67,8091,1.0
67,8150,1.0
67,9931,1.0
67,10083,1.0
68,50,1.0
68,236,1.0
68,259,1.0
68,389,1.0
68,396,1.0
68,422,1.0
68,449,1.0
68,453,1.0
68,462,1.0
68,467,1.0
68,469,1.0
68,475,1.0
68,494,1.0
68,554,1.0
68,567,1.0
68,573,1.0
68,613,1.0
68,683,1.0
68,724,1.0
68,925,1.0
68,1206,1.0
68,1225,1.0
68,1373,1.0
68,1391,1.0
68,1405,1.0
68,1607,1.0
68,1806,1.0
68,1829,1.0
68,1867,1.0
68,1894,1.0
68,1990,1.0
68,2270,1.0
68,2279,1.0
68,2340,1.0
68,2652,1.0
68,2710,1.0
68,2789,1.0
68,2790,1.0
68,2804,1.0
68,2806,1.0
68,2809,1.0
68,2812,1.0
68,2815,1.0
68,2829,1.0
68,2879,1.0
68,2880,1.0
68,2887,1.0
68,3114,1.0
68,3288,1.0
68,3297,1.0
68,3299,1.0
68,3323,1.0
68,3328,1.0
68,3482,1.0
68,3583,1.0
68,3632,1.0
68,3728,1.0
68,3743,1.0
68,3752,1.0
